 c_municipio | c_estado |                    descripcion                    |       inicio        | fin 
 054         | HID      | San Salvador                                      | 2022-01-01 00:00:00 | 
 054         | JAL      | El Limón                                          | 2022-01-01 00:00:00 | 
 054         | MEX      | Metepec                                           | 2022-01-01 00:00:00 | 
 054         | MIC      | Morelos                                           | 2022-01-01 00:00:00 | 
 054         | OAX      | Magdalena Zahuatlán                               | 2022-01-01 00:00:00 | 
 054         | PUE      | Chignautla                                        | 2022-01-01 00:00:00 | 
 054         | SLP      | Xilitla                                           | 2022-01-01 00:00:00 | 
 054         | SON      | San Javier                                        | 2022-01-01 00:00:00 | 
 054         | TLA      | San Lorenzo Axocomanitla                          | 2022-01-01 00:00:00 | 
 054         | VER      | Chacaltianguis                                    | 2022-01-01 00:00:00 | 
 054         | YUC      | Muxupip                                           | 2022-01-01 00:00:00 | 
 054         | ZAC      | Villa Hidalgo                                     | 2022-01-01 00:00:00 | 
 055         | CHH      | Rosales                                           | 2022-01-01 00:00:00 | 
 055         | CHP      | Metapa                                            | 2022-01-01 00:00:00 | 
 055         | GRO      | Taxco de Alarcón                                  | 2022-01-01 00:00:00 | 
 055         | HID      | Santiago de Anaya                                 | 2022-01-01 00:00:00 | 
 055         | JAL      | Magdalena                                         | 2022-01-01 00:00:00 | 
 055         | MEX      | Mexicaltzingo                                     | 2022-01-01 00:00:00 | 
 055         | MIC      | Múgica                                            | 2022-01-01 00:00:00 | 
 055         | OAX      | Mariscala de Juárez                               | 2022-01-01 00:00:00 | 
 055         | PUE      | Chila                                             | 2022-01-01 00:00:00 | 
 055         | SLP      | Zaragoza                                          | 2022-01-01 00:00:00 | 
 055         | SON      | San Luis Río Colorado                             | 2022-01-01 00:00:00 | 
 055         | TLA      | San Lucas Tecopilco                               | 2022-01-01 00:00:00 | 
 055         | VER      | Chalma                                            | 2022-01-01 00:00:00 | 
 055         | YUC      | Opichén                                           | 2022-01-01 00:00:00 | 
 055         | ZAC      | Villanueva                                        | 2022-01-01 00:00:00 | 
 056         | CHH      | Rosario                                           | 2022-01-01 00:00:00 | 
 056         | CHP      | Mitontic                                          | 2022-01-01 00:00:00 | 
 056         | GRO      | Tecoanapa                                         | 2022-01-01 00:00:00 | 
 056         | HID      | Santiago Tulantepec de Lugo Guerrero              | 2022-01-01 00:00:00 | 
 056         | JAL      | Santa María del Oro                               | 2022-01-01 00:00:00 | 
 056         | MEX      | Morelos                                           | 2022-01-01 00:00:00 | 
 056         | MIC      | Nahuatzen                                         | 2022-01-01 00:00:00 | 
 056         | OAX      | Mártires de Tacubaya                              | 2022-01-01 00:00:00 | 
 056         | PUE      | Chila de la Sal                                   | 2022-01-01 00:00:00 | 
 056         | SLP      | Villa de Arista                                   | 2022-01-01 00:00:00 | 
 056         | SON      | San Miguel de Horcasitas                          | 2022-01-01 00:00:00 | 
 056         | TLA      | Santa Ana Nopalucan                               | 2022-01-01 00:00:00 | 
 056         | VER      | Chiconamel                                        | 2022-01-01 00:00:00 | 
 056         | YUC      | Oxkutzcab                                         | 2022-01-01 00:00:00 | 
 056         | ZAC      | Zacatecas                                         | 2022-01-01 00:00:00 | 
 057         | CHH      | San Francisco de Borja                            | 2022-01-01 00:00:00 | 
 057         | CHP      | Motozintla                                        | 2022-01-01 00:00:00 | 
 057         | GRO      | Técpan de Galeana                                 | 2022-01-01 00:00:00 | 
 057         | HID      | Singuilucan                                       | 2022-01-01 00:00:00 | 
 057         | JAL      | La Manzanilla de la Paz                           | 2022-01-01 00:00:00 | 
 057         | MEX      | Naucalpan de Juárez                               | 2022-01-01 00:00:00 | 
 057         | MIC      | Nocupétaro                                        | 2022-01-01 00:00:00 | 
 057         | OAX      | Matías Romero Avendaño                            | 2022-01-01 00:00:00 | 
 057         | PUE      | Honey                                             | 2022-01-01 00:00:00 | 
 057         | SLP      | Matlapa                                           | 2022-01-01 00:00:00 | 
 057         | SON      | San Pedro de la Cueva                             | 2022-01-01 00:00:00 | 
 057         | TLA      | Santa Apolonia Teacalco                           | 2022-01-01 00:00:00 | 
 057         | VER      | Chiconquiaco                                      | 2022-01-01 00:00:00 | 
 057         | YUC      | Panabá                                            | 2022-01-01 00:00:00 | 
 057         | ZAC      | Trancoso                                          | 2022-01-01 00:00:00 | 
 058         | CHH      | San Francisco de Conchos                          | 2022-01-01 00:00:00 | 
 058         | CHP      | Nicolás Ruíz                                      | 2022-01-01 00:00:00 | 
 058         | GRO      | Teloloapan                                        | 2022-01-01 00:00:00 | 
 058         | HID      | Tasquillo                                         | 2022-01-01 00:00:00 | 
 058         | JAL      | Mascota                                           | 2022-01-01 00:00:00 | 
 058         | MEX      | Nezahualcóyotl                                    | 2022-01-01 00:00:00 | 
 058         | MIC      | Nuevo Parangaricutiro                             | 2022-01-01 00:00:00 | 
 058         | OAX      | Mazatlán Villa de Flores                          | 2022-01-01 00:00:00 | 
 058         | PUE      | Chilchotla                                        | 2022-01-01 00:00:00 | 
 058         | SLP      | El Naranjo                                        | 2022-01-01 00:00:00 | 
 058         | SON      | Santa Ana                                         | 2022-01-01 00:00:00 | 
 058         | TLA      | Santa Catarina Ayometla                           | 2022-01-01 00:00:00 | 
 058         | VER      | Chicontepec                                       | 2022-01-01 00:00:00 | 
 058         | YUC      | Peto                                              | 2022-01-01 00:00:00 | 
 058         | ZAC      | Santa María de la Paz                             | 2022-01-01 00:00:00 | 
 059         | CHH      | San Francisco del Oro                             | 2022-01-01 00:00:00 | 
 059         | CHP      | Ocosingo                                          | 2022-01-01 00:00:00 | 
 059         | GRO      | Tepecoacuilco de Trujano                          | 2022-01-01 00:00:00 | 
 059         | HID      | Tecozautla                                        | 2022-01-01 00:00:00 | 
 059         | JAL      | Mazamitla                                         | 2022-01-01 00:00:00 | 
 059         | MEX      | Nextlalpan                                        | 2022-01-01 00:00:00 | 
 059         | MIC      | Nuevo Urecho                                      | 2022-01-01 00:00:00 | 
 059         | OAX      | Miahuatlán de Porfirio Díaz                       | 2022-01-01 00:00:00 | 
 059         | PUE      | Chinantla                                         | 2022-01-01 00:00:00 | 
 059         | SON      | Santa Cruz                                        | 2022-01-01 00:00:00 | 
 059         | TLA      | Santa Cruz Quilehtla                              | 2022-01-01 00:00:00 | 
 059         | VER      | Chinameca                                         | 2022-01-01 00:00:00 | 
 059         | YUC      | Progreso                                          | 2022-01-01 00:00:00 | 
 060         | CHH      | Santa Bárbara                                     | 2022-01-01 00:00:00 | 
 060         | CHP      | Ocotepec                                          | 2022-01-01 00:00:00 | 
 060         | GRO      | Tetipac                                           | 2022-01-01 00:00:00 | 
 060         | HID      | Tenango de Doria                                  | 2022-01-01 00:00:00 | 
 060         | JAL      | Mexticacán                                        | 2022-01-01 00:00:00 | 
 060         | MEX      | Nicolás Romero                                    | 2022-01-01 00:00:00 | 
 060         | MIC      | Numarán                                           | 2022-01-01 00:00:00 | 
 060         | OAX      | Mixistlán de la Reforma                           | 2022-01-01 00:00:00 | 
 060         | PUE      | Domingo Arenas                                    | 2022-01-01 00:00:00 | 
 060         | SON      | Sáric                                             | 2022-01-01 00:00:00 | 
 060         | TLA      | Santa Isabel Xiloxoxtla                           | 2022-01-01 00:00:00 | 
 060         | VER      | Chinampa de Gorostiza                             | 2022-01-01 00:00:00 | 
 060         | YUC      | Quintana Roo                                      | 2022-01-01 00:00:00 | 
 061         | CHH      | Satevó                                            | 2022-01-01 00:00:00 | 
 061         | CHP      | Ocozocoautla de Espinosa                          | 2022-01-01 00:00:00 | 
 061         | GRO      | Tixtla de Guerrero                                | 2022-01-01 00:00:00 | 
 061         | HID      | Tepeapulco                                        | 2022-01-01 00:00:00 | 
 061         | JAL      | Mezquitic                                         | 2022-01-01 00:00:00 | 
 061         | MEX      | Nopaltepec                                        | 2022-01-01 00:00:00 | 
 061         | MIC      | Ocampo                                            | 2022-01-01 00:00:00 | 
 061         | OAX      | Monjas                                            | 2022-01-01 00:00:00 | 
 061         | PUE      | Eloxochitlán                                      | 2022-01-01 00:00:00 | 
 061         | SON      | Soyopa                                            | 2022-01-01 00:00:00 | 
 061         | VER      | Las Choapas                                       | 2022-01-01 00:00:00 | 
 061         | YUC      | Río Lagartos                                      | 2022-01-01 00:00:00 | 
 062         | CHH      | Saucillo                                          | 2022-01-01 00:00:00 | 
 062         | CHP      | Ostuacán                                          | 2022-01-01 00:00:00 | 
 062         | GRO      | Tlacoachistlahuaca                                | 2022-01-01 00:00:00 | 
 062         | HID      | Tepehuacán de Guerrero                            | 2022-01-01 00:00:00 | 
 062         | JAL      | Mixtlán                                           | 2022-01-01 00:00:00 | 
 062         | MEX      | Ocoyoacac                                         | 2022-01-01 00:00:00 | 
 062         | MIC      | Pajacuarán                                        | 2022-01-01 00:00:00 | 
 062         | OAX      | Natividad                                         | 2022-01-01 00:00:00 | 
 062         | PUE      | Epatlán                                           | 2022-01-01 00:00:00 | 
 062         | SON      | Suaqui Grande                                     | 2022-01-01 00:00:00 | 
 062         | VER      | Chocamán                                          | 2022-01-01 00:00:00 | 
 062         | YUC      | Sacalum                                           | 2022-01-01 00:00:00 | 
 063         | CHH      | Temósachic                                        | 2022-01-01 00:00:00 | 
 063         | CHP      | Osumacinta                                        | 2022-01-01 00:00:00 | 
 063         | GRO      | Tlacoapa                                          | 2022-01-01 00:00:00 | 
 063         | HID      | Tepeji del Río de Ocampo                          | 2022-01-01 00:00:00 | 
 063         | JAL      | Ocotlán                                           | 2022-01-01 00:00:00 | 
 063         | MEX      | Ocuilan                                           | 2022-01-01 00:00:00 | 
 063         | MIC      | Panindícuaro                                      | 2022-01-01 00:00:00 | 
 063         | OAX      | Nazareno Etla                                     | 2022-01-01 00:00:00 | 
 063         | PUE      | Esperanza                                         | 2022-01-01 00:00:00 | 
 063         | SON      | Tepache                                           | 2022-01-01 00:00:00 | 
 063         | VER      | Chontla                                           | 2022-01-01 00:00:00 | 
 063         | YUC      | Samahil                                           | 2022-01-01 00:00:00 | 
 064         | CHH      | El Tule                                           | 2022-01-01 00:00:00 | 
 064         | CHP      | Oxchuc                                            | 2022-01-01 00:00:00 | 
 064         | GRO      | Tlalchapa                                         | 2022-01-01 00:00:00 | 
 064         | HID      | Tepetitlán                                        | 2022-01-01 00:00:00 | 
 064         | JAL      | Ojuelos de Jalisco                                | 2022-01-01 00:00:00 | 
 064         | MEX      | El Oro                                            | 2022-01-01 00:00:00 | 
 064         | MIC      | Parácuaro                                         | 2022-01-01 00:00:00 | 
 064         | OAX      | Nejapa de Madero                                  | 2022-01-01 00:00:00 | 
 064         | PUE      | Francisco Z. Mena                                 | 2022-01-01 00:00:00 | 
 064         | SON      | Trincheras                                        | 2022-01-01 00:00:00 | 
 064         | VER      | Chumatlán                                         | 2022-01-01 00:00:00 | 
 064         | YUC      | Sanahcat                                          | 2022-01-01 00:00:00 | 
 065         | CHH      | Urique                                            | 2022-01-01 00:00:00 | 
 065         | CHP      | Palenque                                          | 2022-01-01 00:00:00 | 
 065         | GRO      | Tlalixtaquilla de Maldonado                       | 2022-01-01 00:00:00 | 
 065         | HID      | Tetepango                                         | 2022-01-01 00:00:00 | 
 065         | JAL      | Pihuamo                                           | 2022-01-01 00:00:00 | 
 065         | MEX      | Otumba                                            | 2022-01-01 00:00:00 | 
 065         | MIC      | Paracho                                           | 2022-01-01 00:00:00 | 
 065         | OAX      | Ixpantepec Nieves                                 | 2022-01-01 00:00:00 | 
 065         | PUE      | General Felipe Ángeles                            | 2022-01-01 00:00:00 | 
 065         | SON      | Tubutama                                          | 2022-01-01 00:00:00 | 
 065         | VER      | Emiliano Zapata                                   | 2022-01-01 00:00:00 | 
 065         | YUC      | San Felipe                                        | 2022-01-01 00:00:00 | 
 066         | CHH      | Uruachi                                           | 2022-01-01 00:00:00 | 
 066         | CHP      | Pantelhó                                          | 2022-01-01 00:00:00 | 
 066         | GRO      | Tlapa de Comonfort                                | 2022-01-01 00:00:00 | 
 066         | HID      | Villa de Tezontepec                               | 2022-01-01 00:00:00 | 
 066         | JAL      | Poncitlán                                         | 2022-01-01 00:00:00 | 
 066         | MEX      | Otzoloapan                                        | 2022-01-01 00:00:00 | 
 066         | MIC      | Pátzcuaro                                         | 2022-01-01 00:00:00 | 
 066         | OAX      | Santiago Niltepec                                 | 2022-01-01 00:00:00 | 
 066         | PUE      | Guadalupe                                         | 2022-01-01 00:00:00 | 
 066         | SON      | Ures                                              | 2022-01-01 00:00:00 | 
 066         | VER      | Espinal                                           | 2022-01-01 00:00:00 | 
 066         | YUC      | Santa Elena                                       | 2022-01-01 00:00:00 | 
 067         | CHH      | Valle de Zaragoza                                 | 2022-01-01 00:00:00 | 
 067         | CHP      | Pantepec                                          | 2022-01-01 00:00:00 | 
 067         | GRO      | Tlapehuala                                        | 2022-01-01 00:00:00 | 
 067         | HID      | Tezontepec de Aldama                              | 2022-01-01 00:00:00 | 
 067         | JAL      | Puerto Vallarta                                   | 2022-01-01 00:00:00 | 
 067         | MEX      | Otzolotepec                                       | 2022-01-01 00:00:00 | 
 067         | MIC      | Penjamillo                                        | 2022-01-01 00:00:00 | 
 067         | OAX      | Oaxaca de Juárez                                  | 2022-01-01 00:00:00 | 
 067         | PUE      | Guadalupe Victoria                                | 2022-01-01 00:00:00 | 
 067         | SON      | Villa Hidalgo                                     | 2022-01-01 00:00:00 | 
 067         | VER      | Filomeno Mata                                     | 2022-01-01 00:00:00 | 
 067         | YUC      | Seyé                                              | 2022-01-01 00:00:00 | 
 068         | CHP      | Pichucalco                                        | 2022-01-01 00:00:00 | 
 068         | GRO      | La Unión de Isidoro Montes de Oca                 | 2022-01-01 00:00:00 | 
 068         | HID      | Tianguistengo                                     | 2022-01-01 00:00:00 | 
 068         | JAL      | Villa Purificación                                | 2022-01-01 00:00:00 | 
 068         | MEX      | Ozumba                                            | 2022-01-01 00:00:00 | 
 068         | MIC      | Peribán                                           | 2022-01-01 00:00:00 | 
 068         | OAX      | Ocotlán de Morelos                                | 2022-01-01 00:00:00 | 
 068         | PUE      | Hermenegildo Galeana                              | 2022-01-01 00:00:00 | 
 068         | SON      | Villa Pesqueira                                   | 2022-01-01 00:00:00 | 
 068         | VER      | Fortín                                            | 2022-01-01 00:00:00 | 
 068         | YUC      | Sinanché                                          | 2022-01-01 00:00:00 | 
 069         | CHP      | Pijijiapan                                        | 2022-01-01 00:00:00 | 
 069         | GRO      | Xalpatláhuac                                      | 2022-01-01 00:00:00 | 
 069         | HID      | Tizayuca                                          | 2022-01-01 00:00:00 | 
 069         | JAL      | Quitupan                                          | 2022-01-01 00:00:00 | 
 069         | MEX      | Papalotla                                         | 2022-01-01 00:00:00 | 
 069         | MIC      | La Piedad                                         | 2022-01-01 00:00:00 | 
 069         | OAX      | La Pe                                             | 2022-01-01 00:00:00 | 
 069         | PUE      | Huaquechula                                       | 2022-01-01 00:00:00 | 
 069         | SON      | Yécora                                            | 2022-01-01 00:00:00 | 
 069         | VER      | Gutiérrez Zamora                                  | 2022-01-01 00:00:00 | 
 069         | YUC      | Sotuta                                            | 2022-01-01 00:00:00 | 
 070         | CHP      | El Porvenir                                       | 2022-01-01 00:00:00 | 
 070         | GRO      | Xochihuehuetlán                                   | 2022-01-01 00:00:00 | 
 070         | HID      | Tlahuelilpan                                      | 2022-01-01 00:00:00 | 
 070         | JAL      | El Salto                                          | 2022-01-01 00:00:00 | 
 070         | MEX      | La Paz                                            | 2022-01-01 00:00:00 | 
 070         | MIC      | Purépero                                          | 2022-01-01 00:00:00 | 
 070         | OAX      | Pinotepa de Don Luis                              | 2022-01-01 00:00:00 | 
 070         | PUE      | Huatlatlauca                                      | 2022-01-01 00:00:00 | 
 070         | SON      | General Plutarco Elías Calles                     | 2022-01-01 00:00:00 | 
 070         | VER      | Hidalgotitlán                                     | 2022-01-01 00:00:00 | 
 070         | YUC      | Sucilá                                            | 2022-01-01 00:00:00 | 
 071         | CHP      | Villa Comaltitlán                                 | 2022-01-01 00:00:00 | 
 071         | GRO      | Xochistlahuaca                                    | 2022-01-01 00:00:00 | 
 071         | HID      | Tlahuiltepa                                       | 2022-01-01 00:00:00 | 
 071         | JAL      | San Cristóbal de la Barranca                      | 2022-01-01 00:00:00 | 
 071         | MEX      | Polotitlán                                        | 2022-01-01 00:00:00 | 
 071         | MIC      | Puruándiro                                        | 2022-01-01 00:00:00 | 
 071         | OAX      | Pluma Hidalgo                                     | 2022-01-01 00:00:00 | 
 071         | PUE      | Huauchinango                                      | 2022-01-01 00:00:00 | 
 071         | SON      | Benito Juárez                                     | 2022-01-01 00:00:00 | 
 071         | VER      | Huatusco                                          | 2022-01-01 00:00:00 | 
 071         | YUC      | Sudzal                                            | 2022-01-01 00:00:00 | 
 072         | CHP      | Pueblo Nuevo Solistahuacán                        | 2022-01-01 00:00:00 | 
 072         | GRO      | Zapotitlán Tablas                                 | 2022-01-01 00:00:00 | 
 072         | HID      | Tlanalapa                                         | 2022-01-01 00:00:00 | 
 072         | JAL      | San Diego de Alejandría                           | 2022-01-01 00:00:00 | 
 072         | MEX      | Rayón                                             | 2022-01-01 00:00:00 | 
 072         | MIC      | Queréndaro                                        | 2022-01-01 00:00:00 | 
 072         | OAX      | San José del Progreso                             | 2022-01-01 00:00:00 | 
 072         | PUE      | Huehuetla                                         | 2022-01-01 00:00:00 | 
 072         | SON      | San Ignacio Río Muerto                            | 2022-01-01 00:00:00 | 
 072         | VER      | Huayacocotla                                      | 2022-01-01 00:00:00 | 
 072         | YUC      | Suma                                              | 2022-01-01 00:00:00 | 
 073         | CHP      | Rayón                                             | 2022-01-01 00:00:00 | 
 073         | GRO      | Zirándaro                                         | 2022-01-01 00:00:00 | 
 073         | HID      | Tlanchinol                                        | 2022-01-01 00:00:00 | 
 073         | JAL      | San Juan de los Lagos                             | 2022-01-01 00:00:00 | 
 073         | MEX      | San Antonio la Isla                               | 2022-01-01 00:00:00 | 
 073         | MIC      | Quiroga                                           | 2022-01-01 00:00:00 | 
 073         | OAX      | Putla Villa de Guerrero                           | 2022-01-01 00:00:00 | 
 073         | PUE      | Huehuetlán el Chico                               | 2022-01-01 00:00:00 | 
 073         | VER      | Hueyapan de Ocampo                                | 2022-01-01 00:00:00 | 
 073         | YUC      | Tahdziú                                           | 2022-01-01 00:00:00 | 
 074         | CHP      | Reforma                                           | 2022-01-01 00:00:00 | 
 074         | GRO      | Zitlala                                           | 2022-01-01 00:00:00 | 
 074         | HID      | Tlaxcoapan                                        | 2022-01-01 00:00:00 | 
 074         | JAL      | San Julián                                        | 2022-01-01 00:00:00 | 
 074         | MEX      | San Felipe del Progreso                           | 2022-01-01 00:00:00 | 
 074         | MIC      | Cojumatlán de Régules                             | 2022-01-01 00:00:00 | 
 074         | OAX      | Santa Catarina Quioquitani                        | 2022-01-01 00:00:00 | 
 074         | PUE      | Huejotzingo                                       | 2022-01-01 00:00:00 | 
 074         | VER      | Huiloapan de Cuauhtémoc                           | 2022-01-01 00:00:00 | 
 074         | YUC      | Tahmek                                            | 2022-01-01 00:00:00 | 
 075         | CHP      | Las Rosas                                         | 2022-01-01 00:00:00 | 
 075         | GRO      | Eduardo Neri                                      | 2022-01-01 00:00:00 | 
 075         | HID      | Tolcayuca                                         | 2022-01-01 00:00:00 | 
 075         | JAL      | San Marcos                                        | 2022-01-01 00:00:00 | 
 075         | MEX      | San Martín de las Pirámides                       | 2022-01-01 00:00:00 | 
 075         | MIC      | Los Reyes                                         | 2022-01-01 00:00:00 | 
 075         | OAX      | Reforma de Pineda                                 | 2022-01-01 00:00:00 | 
 075         | PUE      | Hueyapan                                          | 2022-01-01 00:00:00 | 
 075         | VER      | Ignacio de la Llave                               | 2022-01-01 00:00:00 | 
 075         | YUC      | Teabo                                             | 2022-01-01 00:00:00 | 
 076         | CHP      | Sabanilla                                         | 2022-01-01 00:00:00 | 
 076         | GRO      | Acatepec                                          | 2022-01-01 00:00:00 | 
 076         | HID      | Tula de Allende                                   | 2022-01-01 00:00:00 | 
 076         | JAL      | San Martín de Bolaños                             | 2022-01-01 00:00:00 | 
 076         | MEX      | San Mateo Atenco                                  | 2022-01-01 00:00:00 | 
 076         | MIC      | Sahuayo                                           | 2022-01-01 00:00:00 | 
 076         | OAX      | La Reforma                                        | 2022-01-01 00:00:00 | 
 076         | PUE      | Hueytamalco                                       | 2022-01-01 00:00:00 | 
 076         | VER      | Ilamatlán                                         | 2022-01-01 00:00:00 | 
 076         | YUC      | Tecoh                                             | 2022-01-01 00:00:00 | 
 077         | CHP      | Salto de Agua                                     | 2022-01-01 00:00:00 | 
 077         | GRO      | Marquelia                                         | 2022-01-01 00:00:00 | 
 077         | HID      | Tulancingo de Bravo                               | 2022-01-01 00:00:00 | 
 077         | JAL      | San Martín Hidalgo                                | 2022-01-01 00:00:00 | 
 077         | MEX      | San Simón de Guerrero                             | 2022-01-01 00:00:00 | 
 077         | MIC      | San Lucas                                         | 2022-01-01 00:00:00 | 
 077         | OAX      | Reyes Etla                                        | 2022-01-01 00:00:00 | 
 077         | PUE      | Hueytlalpan                                       | 2022-01-01 00:00:00 | 
 077         | VER      | Isla                                              | 2022-01-01 00:00:00 | 
 077         | YUC      | Tekal de Venegas                                  | 2022-01-01 00:00:00 | 
 078         | CHP      | San Cristóbal de las Casas                        | 2022-01-01 00:00:00 | 
 078         | GRO      | Cochoapa el Grande                                | 2022-01-01 00:00:00 | 
 078         | HID      | Xochiatipan                                       | 2022-01-01 00:00:00 | 
 078         | JAL      | San Miguel el Alto                                | 2022-01-01 00:00:00 | 
 078         | MEX      | Santo Tomás                                       | 2022-01-01 00:00:00 | 
 078         | MIC      | Santa Ana Maya                                    | 2022-01-01 00:00:00 | 
 078         | OAX      | Rojas de Cuauhtémoc                               | 2022-01-01 00:00:00 | 
 078         | PUE      | Huitzilan de Serdán                               | 2022-01-01 00:00:00 | 
 078         | VER      | Ixcatepec                                         | 2022-01-01 00:00:00 | 
 078         | YUC      | Tekantó                                           | 2022-01-01 00:00:00 | 
 079         | CHP      | San Fernando                                      | 2022-01-01 00:00:00 | 
 079         | GRO      | José Joaquín de Herrera                           | 2022-01-01 00:00:00 | 
 079         | HID      | Xochicoatlán                                      | 2022-01-01 00:00:00 | 
 079         | JAL      | Gómez Farías                                      | 2022-01-01 00:00:00 | 
 079         | MEX      | Soyaniquilpan de Juárez                           | 2022-01-01 00:00:00 | 
 079         | MIC      | Salvador Escalante                                | 2022-01-01 00:00:00 | 
 079         | OAX      | Salina Cruz                                       | 2022-01-01 00:00:00 | 
 079         | PUE      | Huitziltepec                                      | 2022-01-01 00:00:00 | 
 079         | VER      | Ixhuacán de los Reyes                             | 2022-01-01 00:00:00 | 
 079         | YUC      | Tekax                                             | 2022-01-01 00:00:00 | 
 080         | CHP      | Siltepec                                          | 2022-01-01 00:00:00 | 
 080         | GRO      | Juchitán                                          | 2022-01-01 00:00:00 | 
 080         | HID      | Yahualica                                         | 2022-01-01 00:00:00 | 
 080         | JAL      | San Sebastián del Oeste                           | 2022-01-01 00:00:00 | 
 080         | MEX      | Sultepec                                          | 2022-01-01 00:00:00 | 
 080         | MIC      | Senguio                                           | 2022-01-01 00:00:00 | 
 080         | OAX      | San Agustín Amatengo                              | 2022-01-01 00:00:00 | 
 080         | PUE      | Atlequizayan                                      | 2022-01-01 00:00:00 | 
 080         | VER      | Ixhuatlán del Café                                | 2022-01-01 00:00:00 | 
 080         | YUC      | Tekit                                             | 2022-01-01 00:00:00 | 
 081         | CHP      | Simojovel                                         | 2022-01-01 00:00:00 | 
 081         | GRO      | Iliatenco                                         | 2022-01-01 00:00:00 | 
 081         | HID      | Zacualtipán de Ángeles                            | 2022-01-01 00:00:00 | 
 081         | JAL      | Santa María de los Ángeles                        | 2022-01-01 00:00:00 | 
 081         | MEX      | Tecámac                                           | 2022-01-01 00:00:00 | 
 081         | MIC      | Susupuato                                         | 2022-01-01 00:00:00 | 
 081         | OAX      | San Agustín Atenango                              | 2022-01-01 00:00:00 | 
 081         | PUE      | Ixcamilpa de Guerrero                             | 2022-01-01 00:00:00 | 
 081         | VER      | Ixhuatlancillo                                    | 2022-01-01 00:00:00 | 
 081         | YUC      | Tekom                                             | 2022-01-01 00:00:00 | 
 082         | CHP      | Sitalá                                            | 2022-01-01 00:00:00 | 
 082         | HID      | Zapotlán de Juárez                                | 2022-01-01 00:00:00 | 
 082         | JAL      | Sayula                                            | 2022-01-01 00:00:00 | 
 082         | MEX      | Tejupilco                                         | 2022-01-01 00:00:00 | 
 082         | MIC      | Tacámbaro                                         | 2022-01-01 00:00:00 | 
 082         | OAX      | San Agustín Chayuco                               | 2022-01-01 00:00:00 | 
 082         | PUE      | Ixcaquixtla                                       | 2022-01-01 00:00:00 | 
 082         | VER      | Ixhuatlán del Sureste                             | 2022-01-01 00:00:00 | 
 082         | YUC      | Telchac Pueblo                                    | 2022-01-01 00:00:00 | 
 083         | CHP      | Socoltenango                                      | 2022-01-01 00:00:00 | 
 083         | HID      | Zempoala                                          | 2022-01-01 00:00:00 | 
 083         | JAL      | Tala                                              | 2022-01-01 00:00:00 | 
 083         | MEX      | Temamatla                                         | 2022-01-01 00:00:00 | 
 083         | MIC      | Tancítaro                                         | 2022-01-01 00:00:00 | 
 083         | OAX      | San Agustín de las Juntas                         | 2022-01-01 00:00:00 | 
 083         | PUE      | Ixtacamaxtitlán                                   | 2022-01-01 00:00:00 | 
 083         | VER      | Ixhuatlán de Madero                               | 2022-01-01 00:00:00 | 
 083         | YUC      | Telchac Puerto                                    | 2022-01-01 00:00:00 | 
 084         | CHP      | Solosuchiapa                                      | 2022-01-01 00:00:00 | 
 084         | HID      | Zimapán                                           | 2022-01-01 00:00:00 | 
 084         | JAL      | Talpa de Allende                                  | 2022-01-01 00:00:00 | 
 084         | MEX      | Temascalapa                                       | 2022-01-01 00:00:00 | 
 084         | MIC      | Tangamandapio                                     | 2022-01-01 00:00:00 | 
 084         | OAX      | San Agustín Etla                                  | 2022-01-01 00:00:00 | 
 084         | PUE      | Ixtepec                                           | 2022-01-01 00:00:00 | 
 084         | VER      | Ixmatlahuacan                                     | 2022-01-01 00:00:00 | 
 084         | YUC      | Temax                                             | 2022-01-01 00:00:00 | 
 085         | CHP      | Soyaló                                            | 2022-01-01 00:00:00 | 
 085         | JAL      | Tamazula de Gordiano                              | 2022-01-01 00:00:00 | 
 085         | MEX      | Temascalcingo                                     | 2022-01-01 00:00:00 | 
 085         | MIC      | Tangancícuaro                                     | 2022-01-01 00:00:00 | 
 085         | OAX      | San Agustín Loxicha                               | 2022-01-01 00:00:00 | 
 085         | PUE      | Izúcar de Matamoros                               | 2022-01-01 00:00:00 | 
 085         | VER      | Ixtaczoquitlán                                    | 2022-01-01 00:00:00 | 
 085         | YUC      | Temozón                                           | 2022-01-01 00:00:00 | 
 086         | CHP      | Suchiapa                                          | 2022-01-01 00:00:00 | 
 086         | JAL      | Tapalpa                                           | 2022-01-01 00:00:00 | 
 086         | MEX      | Temascaltepec                                     | 2022-01-01 00:00:00 | 
 086         | MIC      | Tanhuato                                          | 2022-01-01 00:00:00 | 
 086         | OAX      | San Agustín Tlacotepec                            | 2022-01-01 00:00:00 | 
 086         | PUE      | Jalpan                                            | 2022-01-01 00:00:00 | 
 086         | VER      | Jalacingo                                         | 2022-01-01 00:00:00 | 
 086         | YUC      | Tepakán                                           | 2022-01-01 00:00:00 | 
 087         | CHP      | Suchiate                                          | 2022-01-01 00:00:00 | 
 087         | JAL      | Tecalitlán                                        | 2022-01-01 00:00:00 | 
 087         | MEX      | Temoaya                                           | 2022-01-01 00:00:00 | 
 087         | MIC      | Taretan                                           | 2022-01-01 00:00:00 | 
 087         | OAX      | San Agustín Yatareni                              | 2022-01-01 00:00:00 | 
 087         | PUE      | Jolalpan                                          | 2022-01-01 00:00:00 | 
 087         | VER      | Xalapa                                            | 2022-01-01 00:00:00 | 
