 c_municipio | c_estado |                    descripcion                    |       inicio        | fin 
 024         | SLP      | Rioverde                                          | 2022-01-01 00:00:00 | 
 024         | SON      | Divisaderos                                       | 2022-01-01 00:00:00 | 
 024         | TAM      | Mier                                              | 2022-01-01 00:00:00 | 
 024         | TLA      | Panotla                                           | 2022-01-01 00:00:00 | 
 024         | VER      | Tlaltetela                                        | 2022-01-01 00:00:00 | 
 024         | YUC      | Chumayel                                          | 2022-01-01 00:00:00 | 
 024         | ZAC      | Loreto                                            | 2022-01-01 00:00:00 | 
 025         | COA      | Piedras Negras                                    | 2022-01-01 00:00:00 | 
 025         | CHH      | Gómez Farías                                      | 2022-01-01 00:00:00 | 
 025         | CHP      | Chapultenango                                     | 2022-01-01 00:00:00 | 
 025         | DUR      | San Bernardo                                      | 2022-01-01 00:00:00 | 
 025         | GRO      | Cuautepec                                         | 2022-01-01 00:00:00 | 
 025         | GUA      | Purísima del Rincón                               | 2022-01-01 00:00:00 | 
 025         | HID      | Huautla                                           | 2022-01-01 00:00:00 | 
 025         | JAL      | Colotlán                                          | 2022-01-01 00:00:00 | 
 025         | MEX      | Chalco                                            | 2022-01-01 00:00:00 | 
 025         | MIC      | Chilchota                                         | 2022-01-01 00:00:00 | 
 025         | MOR      | Tlaquiltenango                                    | 2022-01-01 00:00:00 | 
 025         | NLE      | General Zuazua                                    | 2022-01-01 00:00:00 | 
 025         | OAX      | Chahuites                                         | 2022-01-01 00:00:00 | 
 025         | PUE      | Ayotoxco de Guerrero                              | 2022-01-01 00:00:00 | 
 025         | SLP      | Salinas                                           | 2022-01-01 00:00:00 | 
 025         | SON      | Empalme                                           | 2022-01-01 00:00:00 | 
 025         | TAM      | Miguel Alemán                                     | 2022-01-01 00:00:00 | 
 025         | TLA      | San Pablo del Monte                               | 2022-01-01 00:00:00 | 
 025         | VER      | Ayahualulco                                       | 2022-01-01 00:00:00 | 
 025         | YUC      | Dzán                                              | 2022-01-01 00:00:00 | 
 025         | ZAC      | Luis Moya                                         | 2022-01-01 00:00:00 | 
 026         | COA      | Progreso                                          | 2022-01-01 00:00:00 | 
 026         | CHH      | Gran Morelos                                      | 2022-01-01 00:00:00 | 
 026         | CHP      | Chenalhó                                          | 2022-01-01 00:00:00 | 
 026         | DUR      | San Dimas                                         | 2022-01-01 00:00:00 | 
 026         | GRO      | Cuetzala del Progreso                             | 2022-01-01 00:00:00 | 
 026         | GUA      | Romita                                            | 2022-01-01 00:00:00 | 
 026         | HID      | Huazalingo                                        | 2022-01-01 00:00:00 | 
 026         | JAL      | Concepción de Buenos Aires                        | 2022-01-01 00:00:00 | 
 026         | MEX      | Chapa de Mota                                     | 2022-01-01 00:00:00 | 
 026         | MIC      | Chinicuila                                        | 2022-01-01 00:00:00 | 
 026         | MOR      | Tlayacapan                                        | 2022-01-01 00:00:00 | 
 026         | NLE      | Guadalupe                                         | 2022-01-01 00:00:00 | 
 026         | OAX      | Chalcatongo de Hidalgo                            | 2022-01-01 00:00:00 | 
 026         | PUE      | Calpan                                            | 2022-01-01 00:00:00 | 
 026         | SLP      | San Antonio                                       | 2022-01-01 00:00:00 | 
 026         | SON      | Etchojoa                                          | 2022-01-01 00:00:00 | 
 026         | TAM      | Miquihuana                                        | 2022-01-01 00:00:00 | 
 026         | TLA      | Santa Cruz Tlaxcala                               | 2022-01-01 00:00:00 | 
 026         | VER      | Banderilla                                        | 2022-01-01 00:00:00 | 
 026         | YUC      | Dzemul                                            | 2022-01-01 00:00:00 | 
 026         | ZAC      | Mazapil                                           | 2022-01-01 00:00:00 | 
 027         | COA      | Ramos Arizpe                                      | 2022-01-01 00:00:00 | 
 027         | CHH      | Guachochi                                         | 2022-01-01 00:00:00 | 
 027         | CHP      | Chiapa de Corzo                                   | 2022-01-01 00:00:00 | 
 027         | DUR      | San Juan de Guadalupe                             | 2022-01-01 00:00:00 | 
 027         | GRO      | Cutzamala de Pinzón                               | 2022-01-01 00:00:00 | 
 027         | GUA      | Salamanca                                         | 2022-01-01 00:00:00 | 
 027         | HID      | Huehuetla                                         | 2022-01-01 00:00:00 | 
 027         | JAL      | Cuautitlán de García Barragán                     | 2022-01-01 00:00:00 | 
 027         | MEX      | Chapultepec                                       | 2022-01-01 00:00:00 | 
 027         | MIC      | Chucándiro                                        | 2022-01-01 00:00:00 | 
 027         | MOR      | Totolapan                                         | 2022-01-01 00:00:00 | 
 027         | NLE      | Los Herreras                                      | 2022-01-01 00:00:00 | 
 027         | OAX      | Chiquihuitlán de Benito Juárez                    | 2022-01-01 00:00:00 | 
 027         | PUE      | Caltepec                                          | 2022-01-01 00:00:00 | 
 027         | SLP      | San Ciro de Acosta                                | 2022-01-01 00:00:00 | 
 027         | SON      | Fronteras                                         | 2022-01-01 00:00:00 | 
 027         | TAM      | Nuevo Laredo                                      | 2022-01-01 00:00:00 | 
 027         | TLA      | Tenancingo                                        | 2022-01-01 00:00:00 | 
 027         | VER      | Benito Juárez                                     | 2022-01-01 00:00:00 | 
 027         | YUC      | Dzidzantún                                        | 2022-01-01 00:00:00 | 
 027         | ZAC      | Melchor Ocampo                                    | 2022-01-01 00:00:00 | 
 028         | COA      | Sabinas                                           | 2022-01-01 00:00:00 | 
 028         | CHH      | Guadalupe                                         | 2022-01-01 00:00:00 | 
 028         | CHP      | Chiapilla                                         | 2022-01-01 00:00:00 | 
 028         | DUR      | San Juan del Río                                  | 2022-01-01 00:00:00 | 
 028         | GRO      | Chilapa de Álvarez                                | 2022-01-01 00:00:00 | 
 028         | GUA      | Salvatierra                                       | 2022-01-01 00:00:00 | 
 028         | HID      | Huejutla de Reyes                                 | 2022-01-01 00:00:00 | 
 028         | JAL      | Cuautla                                           | 2022-01-01 00:00:00 | 
 028         | MEX      | Chiautla                                          | 2022-01-01 00:00:00 | 
 028         | MIC      | Churintzio                                        | 2022-01-01 00:00:00 | 
 028         | MOR      | Xochitepec                                        | 2022-01-01 00:00:00 | 
 028         | NLE      | Higueras                                          | 2022-01-01 00:00:00 | 
 028         | OAX      | Heroica Ciudad de Ejutla de Crespo                | 2022-01-01 00:00:00 | 
 028         | PUE      | Camocuautla                                       | 2022-01-01 00:00:00 | 
 028         | SLP      | San Luis Potosí                                   | 2022-01-01 00:00:00 | 
 028         | SON      | Granados                                          | 2022-01-01 00:00:00 | 
 028         | TAM      | Nuevo Morelos                                     | 2022-01-01 00:00:00 | 
 028         | TLA      | Teolocholco                                       | 2022-01-01 00:00:00 | 
 028         | VER      | Boca del Río                                      | 2022-01-01 00:00:00 | 
 028         | YUC      | Dzilam de Bravo                                   | 2022-01-01 00:00:00 | 
 028         | ZAC      | Mezquital del Oro                                 | 2022-01-01 00:00:00 | 
 029         | COA      | Sacramento                                        | 2022-01-01 00:00:00 | 
 029         | CHH      | Guadalupe y Calvo                                 | 2022-01-01 00:00:00 | 
 029         | CHP      | Chicoasén                                         | 2022-01-01 00:00:00 | 
 029         | DUR      | San Luis del Cordero                              | 2022-01-01 00:00:00 | 
 029         | GRO      | Chilpancingo de los Bravo                         | 2022-01-01 00:00:00 | 
 029         | GUA      | San Diego de la Unión                             | 2022-01-01 00:00:00 | 
 029         | HID      | Huichapan                                         | 2022-01-01 00:00:00 | 
 029         | JAL      | Cuquío                                            | 2022-01-01 00:00:00 | 
 029         | MEX      | Chicoloapan                                       | 2022-01-01 00:00:00 | 
 029         | MIC      | Churumuco                                         | 2022-01-01 00:00:00 | 
 029         | MOR      | Yautepec                                          | 2022-01-01 00:00:00 | 
 029         | NLE      | Hualahuises                                       | 2022-01-01 00:00:00 | 
 029         | OAX      | Eloxochitlán de Flores Magón                      | 2022-01-01 00:00:00 | 
 029         | PUE      | Caxhuacan                                         | 2022-01-01 00:00:00 | 
 029         | SLP      | San Martín Chalchicuautla                         | 2022-01-01 00:00:00 | 
 029         | SON      | Guaymas                                           | 2022-01-01 00:00:00 | 
 029         | TAM      | Ocampo                                            | 2022-01-01 00:00:00 | 
 029         | TLA      | Tepeyanco                                         | 2022-01-01 00:00:00 | 
 029         | VER      | Calcahualco                                       | 2022-01-01 00:00:00 | 
 029         | YUC      | Dzilam González                                   | 2022-01-01 00:00:00 | 
 029         | ZAC      | Miguel Auza                                       | 2022-01-01 00:00:00 | 
 030         | COA      | Saltillo                                          | 2022-01-01 00:00:00 | 
 030         | CHH      | Guazapares                                        | 2022-01-01 00:00:00 | 
 030         | CHP      | Chicomuselo                                       | 2022-01-01 00:00:00 | 
 030         | DUR      | San Pedro del Gallo                               | 2022-01-01 00:00:00 | 
 030         | GRO      | Florencio Villarreal                              | 2022-01-01 00:00:00 | 
 030         | GUA      | San Felipe                                        | 2022-01-01 00:00:00 | 
 030         | HID      | Ixmiquilpan                                       | 2022-01-01 00:00:00 | 
 030         | JAL      | Chapala                                           | 2022-01-01 00:00:00 | 
 030         | MEX      | Chiconcuac                                        | 2022-01-01 00:00:00 | 
 030         | MIC      | Ecuandureo                                        | 2022-01-01 00:00:00 | 
 030         | MOR      | Yecapixtla                                        | 2022-01-01 00:00:00 | 
 030         | NLE      | Iturbide                                          | 2022-01-01 00:00:00 | 
 030         | OAX      | El Espinal                                        | 2022-01-01 00:00:00 | 
 030         | PUE      | Coatepec                                          | 2022-01-01 00:00:00 | 
 030         | SLP      | San Nicolás Tolentino                             | 2022-01-01 00:00:00 | 
 030         | SON      | Hermosillo                                        | 2022-01-01 00:00:00 | 
 030         | TAM      | Padilla                                           | 2022-01-01 00:00:00 | 
 030         | TLA      | Terrenate                                         | 2022-01-01 00:00:00 | 
 030         | VER      | Camerino Z. Mendoza                               | 2022-01-01 00:00:00 | 
 030         | YUC      | Dzitás                                            | 2022-01-01 00:00:00 | 
 030         | ZAC      | Momax                                             | 2022-01-01 00:00:00 | 
 031         | COA      | San Buenaventura                                  | 2022-01-01 00:00:00 | 
 031         | CHH      | Guerrero                                          | 2022-01-01 00:00:00 | 
 031         | CHP      | Chilón                                            | 2022-01-01 00:00:00 | 
 031         | DUR      | Santa Clara                                       | 2022-01-01 00:00:00 | 
 031         | GRO      | General Canuto A. Neri                            | 2022-01-01 00:00:00 | 
 031         | GUA      | San Francisco del Rincón                          | 2022-01-01 00:00:00 | 
 031         | HID      | Jacala de Ledezma                                 | 2022-01-01 00:00:00 | 
 031         | JAL      | Chimaltitán                                       | 2022-01-01 00:00:00 | 
 031         | MEX      | Chimalhuacán                                      | 2022-01-01 00:00:00 | 
 031         | MIC      | Epitacio Huerta                                   | 2022-01-01 00:00:00 | 
 031         | MOR      | Zacatepec                                         | 2022-01-01 00:00:00 | 
 031         | NLE      | Juárez                                            | 2022-01-01 00:00:00 | 
 031         | OAX      | Tamazulápam del Espíritu Santo                    | 2022-01-01 00:00:00 | 
 031         | PUE      | Coatzingo                                         | 2022-01-01 00:00:00 | 
 031         | SLP      | Santa Catarina                                    | 2022-01-01 00:00:00 | 
 031         | SON      | Huachinera                                        | 2022-01-01 00:00:00 | 
 031         | TAM      | Palmillas                                         | 2022-01-01 00:00:00 | 
 031         | TLA      | Tetla de la Solidaridad                           | 2022-01-01 00:00:00 | 
 031         | VER      | Carrillo Puerto                                   | 2022-01-01 00:00:00 | 
 031         | YUC      | Dzoncauich                                        | 2022-01-01 00:00:00 | 
 031         | ZAC      | Monte Escobedo                                    | 2022-01-01 00:00:00 | 
 032         | COA      | San Juan de Sabinas                               | 2022-01-01 00:00:00 | 
 032         | CHH      | Hidalgo del Parral                                | 2022-01-01 00:00:00 | 
 032         | CHP      | Escuintla                                         | 2022-01-01 00:00:00 | 
 032         | DUR      | Santiago Papasquiaro                              | 2022-01-01 00:00:00 | 
 032         | GRO      | General Heliodoro Castillo                        | 2022-01-01 00:00:00 | 
 032         | GUA      | San José Iturbide                                 | 2022-01-01 00:00:00 | 
 032         | HID      | Jaltocán                                          | 2022-01-01 00:00:00 | 
 032         | JAL      | Chiquilistlán                                     | 2022-01-01 00:00:00 | 
 032         | MEX      | Donato Guerra                                     | 2022-01-01 00:00:00 | 
 032         | MIC      | Erongarícuaro                                     | 2022-01-01 00:00:00 | 
 032         | MOR      | Zacualpan                                         | 2022-01-01 00:00:00 | 
 032         | NLE      | Lampazos de Naranjo                               | 2022-01-01 00:00:00 | 
 032         | OAX      | Fresnillo de Trujano                              | 2022-01-01 00:00:00 | 
 032         | PUE      | Cohetzala                                         | 2022-01-01 00:00:00 | 
 032         | SLP      | Santa María del Río                               | 2022-01-01 00:00:00 | 
 032         | SON      | Huásabas                                          | 2022-01-01 00:00:00 | 
 032         | TAM      | Reynosa                                           | 2022-01-01 00:00:00 | 
 032         | TLA      | Tetlatlahuca                                      | 2022-01-01 00:00:00 | 
 032         | VER      | Catemaco                                          | 2022-01-01 00:00:00 | 
 032         | YUC      | Espita                                            | 2022-01-01 00:00:00 | 
 032         | ZAC      | Morelos                                           | 2022-01-01 00:00:00 | 
 033         | COA      | San Pedro                                         | 2022-01-01 00:00:00 | 
 033         | CHH      | Huejotitán                                        | 2022-01-01 00:00:00 | 
 033         | CHP      | Francisco León                                    | 2022-01-01 00:00:00 | 
 033         | DUR      | Súchil                                            | 2022-01-01 00:00:00 | 
 033         | GRO      | Huamuxtitlán                                      | 2022-01-01 00:00:00 | 
 033         | GUA      | San Luis de la Paz                                | 2022-01-01 00:00:00 | 
 033         | HID      | Juárez Hidalgo                                    | 2022-01-01 00:00:00 | 
 033         | JAL      | Degollado                                         | 2022-01-01 00:00:00 | 
 033         | MEX      | Ecatepec de Morelos                               | 2022-01-01 00:00:00 | 
 033         | MIC      | Gabriel Zamora                                    | 2022-01-01 00:00:00 | 
 033         | MOR      | Temoac                                            | 2022-01-01 00:00:00 | 
 033         | NLE      | Linares                                           | 2022-01-01 00:00:00 | 
 033         | OAX      | Guadalupe Etla                                    | 2022-01-01 00:00:00 | 
 033         | PUE      | Cohuecan                                          | 2022-01-01 00:00:00 | 
 033         | SLP      | Santo Domingo                                     | 2022-01-01 00:00:00 | 
 033         | SON      | Huatabampo                                        | 2022-01-01 00:00:00 | 
 033         | TAM      | Río Bravo                                         | 2022-01-01 00:00:00 | 
 033         | TLA      | Tlaxcala                                          | 2022-01-01 00:00:00 | 
 033         | VER      | Cazones de Herrera                                | 2022-01-01 00:00:00 | 
 033         | YUC      | Halachó                                           | 2022-01-01 00:00:00 | 
 033         | ZAC      | Moyahua de Estrada                                | 2022-01-01 00:00:00 | 
 034         | COA      | Sierra Mojada                                     | 2022-01-01 00:00:00 | 
 034         | CHH      | Ignacio Zaragoza                                  | 2022-01-01 00:00:00 | 
 034         | CHP      | Frontera Comalapa                                 | 2022-01-01 00:00:00 | 
 034         | DUR      | Tamazula                                          | 2022-01-01 00:00:00 | 
 034         | GRO      | Huitzuco de los Figueroa                          | 2022-01-01 00:00:00 | 
 034         | GUA      | Santa Catarina                                    | 2022-01-01 00:00:00 | 
 034         | HID      | Lolotla                                           | 2022-01-01 00:00:00 | 
 034         | JAL      | Ejutla                                            | 2022-01-01 00:00:00 | 
 034         | MEX      | Ecatzingo                                         | 2022-01-01 00:00:00 | 
 034         | MIC      | Hidalgo                                           | 2022-01-01 00:00:00 | 
 034         | NLE      | Marín                                             | 2022-01-01 00:00:00 | 
 034         | OAX      | Guadalupe de Ramírez                              | 2022-01-01 00:00:00 | 
 034         | PUE      | Coronango                                         | 2022-01-01 00:00:00 | 
 034         | SLP      | San Vicente Tancuayalab                           | 2022-01-01 00:00:00 | 
 034         | SON      | Huépac                                            | 2022-01-01 00:00:00 | 
 034         | TAM      | San Carlos                                        | 2022-01-01 00:00:00 | 
 034         | TLA      | Tlaxco                                            | 2022-01-01 00:00:00 | 
 034         | VER      | Cerro Azul                                        | 2022-01-01 00:00:00 | 
 034         | YUC      | Hocabá                                            | 2022-01-01 00:00:00 | 
 034         | ZAC      | Nochistlán de Mejía                               | 2022-01-01 00:00:00 | 
 035         | COA      | Torreón                                           | 2022-01-01 00:00:00 | 
 035         | CHH      | Janos                                             | 2022-01-01 00:00:00 | 
 035         | CHP      | Frontera Hidalgo                                  | 2022-01-01 00:00:00 | 
 035         | DUR      | Tepehuanes                                        | 2022-01-01 00:00:00 | 
 035         | GRO      | Iguala de la Independencia                        | 2022-01-01 00:00:00 | 
 035         | GUA      | Santa Cruz de Juventino Rosas                     | 2022-01-01 00:00:00 | 
 035         | HID      | Metepec                                           | 2022-01-01 00:00:00 | 
 035         | JAL      | Encarnación de Díaz                               | 2022-01-01 00:00:00 | 
 035         | MEX      | Huehuetoca                                        | 2022-01-01 00:00:00 | 
 035         | MIC      | La Huacana                                        | 2022-01-01 00:00:00 | 
 035         | NLE      | Melchor Ocampo                                    | 2022-01-01 00:00:00 | 
 035         | OAX      | Guelatao de Juárez                                | 2022-01-01 00:00:00 | 
 035         | PUE      | Coxcatlán                                         | 2022-01-01 00:00:00 | 
 035         | SLP      | Soledad de Graciano Sánchez                       | 2022-01-01 00:00:00 | 
 035         | SON      | Imuris                                            | 2022-01-01 00:00:00 | 
 035         | TAM      | San Fernando                                      | 2022-01-01 00:00:00 | 
 035         | TLA      | Tocatlán                                          | 2022-01-01 00:00:00 | 
 035         | VER      | Citlaltépetl                                      | 2022-01-01 00:00:00 | 
 035         | YUC      | Hoctún                                            | 2022-01-01 00:00:00 | 
 035         | ZAC      | Noria de Ángeles                                  | 2022-01-01 00:00:00 | 
 036         | COA      | Viesca                                            | 2022-01-01 00:00:00 | 
 036         | CHH      | Jiménez                                           | 2022-01-01 00:00:00 | 
 036         | CHP      | La Grandeza                                       | 2022-01-01 00:00:00 | 
 036         | DUR      | Tlahualilo                                        | 2022-01-01 00:00:00 | 
 036         | GRO      | Igualapa                                          | 2022-01-01 00:00:00 | 
 036         | GUA      | Santiago Maravatío                                | 2022-01-01 00:00:00 | 
 036         | HID      | San Agustín Metzquititlán                         | 2022-01-01 00:00:00 | 
 036         | JAL      | Etzatlán                                          | 2022-01-01 00:00:00 | 
 036         | MEX      | Hueypoxtla                                        | 2022-01-01 00:00:00 | 
 036         | MIC      | Huandacareo                                       | 2022-01-01 00:00:00 | 
 036         | NLE      | Mier y Noriega                                    | 2022-01-01 00:00:00 | 
 036         | OAX      | Guevea de Humboldt                                | 2022-01-01 00:00:00 | 
 036         | PUE      | Coyomeapan                                        | 2022-01-01 00:00:00 | 
 036         | SLP      | Tamasopo                                          | 2022-01-01 00:00:00 | 
 036         | SON      | Magdalena                                         | 2022-01-01 00:00:00 | 
 036         | TAM      | San Nicolás                                       | 2022-01-01 00:00:00 | 
 036         | TLA      | Totolac                                           | 2022-01-01 00:00:00 | 
 036         | VER      | Coacoatzintla                                     | 2022-01-01 00:00:00 | 
 036         | YUC      | Homún                                             | 2022-01-01 00:00:00 | 
 036         | ZAC      | Ojocaliente                                       | 2022-01-01 00:00:00 | 
 037         | COA      | Villa Unión                                       | 2022-01-01 00:00:00 | 
 037         | CHH      | Juárez                                            | 2022-01-01 00:00:00 | 
 037         | CHP      | Huehuetán                                         | 2022-01-01 00:00:00 | 
 037         | DUR      | Topia                                             | 2022-01-01 00:00:00 | 
 037         | GRO      | Ixcateopan de Cuauhtémoc                          | 2022-01-01 00:00:00 | 
 037         | GUA      | Silao de la Victoria                              | 2022-01-01 00:00:00 | 
 037         | HID      | Metztitlán                                        | 2022-01-01 00:00:00 | 
 037         | JAL      | El Grullo                                         | 2022-01-01 00:00:00 | 
 037         | MEX      | Huixquilucan                                      | 2022-01-01 00:00:00 | 
 037         | MIC      | Huaniqueo                                         | 2022-01-01 00:00:00 | 
 037         | NLE      | Mina                                              | 2022-01-01 00:00:00 | 
 037         | OAX      | Mesones Hidalgo                                   | 2022-01-01 00:00:00 | 
 037         | PUE      | Coyotepec                                         | 2022-01-01 00:00:00 | 
 037         | SLP      | Tamazunchale                                      | 2022-01-01 00:00:00 | 
 037         | SON      | Mazatán                                           | 2022-01-01 00:00:00 | 
 037         | TAM      | Soto la Marina                                    | 2022-01-01 00:00:00 | 
 037         | TLA      | Ziltlaltépec de Trinidad Sánchez Santos           | 2022-01-01 00:00:00 | 
 037         | VER      | Coahuitlán                                        | 2022-01-01 00:00:00 | 
 037         | YUC      | Huhí                                              | 2022-01-01 00:00:00 | 
 037         | ZAC      | Pánuco                                            | 2022-01-01 00:00:00 | 
 038         | COA      | Zaragoza                                          | 2022-01-01 00:00:00 | 
 038         | CHH      | Julimes                                           | 2022-01-01 00:00:00 | 
 038         | CHP      | Huixtán                                           | 2022-01-01 00:00:00 | 
 038         | DUR      | Vicente Guerrero                                  | 2022-01-01 00:00:00 | 
 038         | GRO      | Zihuatanejo de Azueta                             | 2022-01-01 00:00:00 | 
 038         | GUA      | Tarandacuao                                       | 2022-01-01 00:00:00 | 
 038         | HID      | Mineral del Chico                                 | 2022-01-01 00:00:00 | 
 038         | JAL      | Guachinango                                       | 2022-01-01 00:00:00 | 
 038         | MEX      | Isidro Fabela                                     | 2022-01-01 00:00:00 | 
 038         | MIC      | Huetamo                                           | 2022-01-01 00:00:00 | 
 038         | NLE      | Montemorelos                                      | 2022-01-01 00:00:00 | 
 038         | OAX      | Villa Hidalgo                                     | 2022-01-01 00:00:00 | 
 038         | PUE      | Cuapiaxtla de Madero                              | 2022-01-01 00:00:00 | 
 038         | SLP      | Tampacán                                          | 2022-01-01 00:00:00 | 
 038         | SON      | Moctezuma                                         | 2022-01-01 00:00:00 | 
 038         | TAM      | Tampico                                           | 2022-01-01 00:00:00 | 
 038         | TLA      | Tzompantepec                                      | 2022-01-01 00:00:00 | 
 038         | VER      | Coatepec                                          | 2022-01-01 00:00:00 | 
 038         | YUC      | Hunucmá                                           | 2022-01-01 00:00:00 | 
 038         | ZAC      | Pinos                                             | 2022-01-01 00:00:00 | 
 039         | CHH      | López                                             | 2022-01-01 00:00:00 | 
 039         | CHP      | Huitiupán                                         | 2022-01-01 00:00:00 | 
 039         | DUR      | Nuevo Ideal                                       | 2022-01-01 00:00:00 | 
 039         | GRO      | Juan R. Escudero                                  | 2022-01-01 00:00:00 | 
 039         | GUA      | Tarimoro                                          | 2022-01-01 00:00:00 | 
 039         | HID      | Mineral del Monte                                 | 2022-01-01 00:00:00 | 
 039         | JAL      | Guadalajara                                       | 2022-01-01 00:00:00 | 
 039         | MEX      | Ixtapaluca                                        | 2022-01-01 00:00:00 | 
 039         | MIC      | Huiramba                                          | 2022-01-01 00:00:00 | 
 039         | NLE      | Monterrey                                         | 2022-01-01 00:00:00 | 
 039         | OAX      | Heroica Ciudad de Huajuapan de León               | 2022-01-01 00:00:00 | 
 039         | PUE      | Cuautempan                                        | 2022-01-01 00:00:00 | 
 039         | SLP      | Tampamolón Corona                                 | 2022-01-01 00:00:00 | 
 039         | SON      | Naco                                              | 2022-01-01 00:00:00 | 
 039         | TAM      | Tula                                              | 2022-01-01 00:00:00 | 
 039         | TLA      | Xaloztoc                                          | 2022-01-01 00:00:00 | 
 039         | VER      | Coatzacoalcos                                     | 2022-01-01 00:00:00 | 
 039         | YUC      | Ixil                                              | 2022-01-01 00:00:00 | 
 039         | ZAC      | Río Grande                                        | 2022-01-01 00:00:00 | 
 040         | CHH      | Madera                                            | 2022-01-01 00:00:00 | 
 040         | CHP      | Huixtla                                           | 2022-01-01 00:00:00 | 
 040         | GRO      | Leonardo Bravo                                    | 2022-01-01 00:00:00 | 
 040         | GUA      | Tierra Blanca                                     | 2022-01-01 00:00:00 | 
 040         | HID      | La Misión                                         | 2022-01-01 00:00:00 | 
 040         | JAL      | Hostotipaquillo                                   | 2022-01-01 00:00:00 | 
 040         | MEX      | Ixtapan de la Sal                                 | 2022-01-01 00:00:00 | 
 040         | MIC      | Indaparapeo                                       | 2022-01-01 00:00:00 | 
 040         | NLE      | Parás                                             | 2022-01-01 00:00:00 | 
 040         | OAX      | Huautepec                                         | 2022-01-01 00:00:00 | 
 040         | PUE      | Cuautinchán                                       | 2022-01-01 00:00:00 | 
 040         | SLP      | Tamuín                                            | 2022-01-01 00:00:00 | 
 040         | SON      | Nácori Chico                                      | 2022-01-01 00:00:00 | 
 040         | TAM      | Valle Hermoso                                     | 2022-01-01 00:00:00 | 
 040         | TLA      | Xaltocan                                          | 2022-01-01 00:00:00 | 
 040         | VER      | Coatzintla                                        | 2022-01-01 00:00:00 | 
 040         | YUC      | Izamal                                            | 2022-01-01 00:00:00 | 
 040         | ZAC      | Sain Alto                                         | 2022-01-01 00:00:00 | 
 041         | CHH      | Maguarichi                                        | 2022-01-01 00:00:00 | 
 041         | CHP      | La Independencia                                  | 2022-01-01 00:00:00 | 
 041         | GRO      | Malinaltepec                                      | 2022-01-01 00:00:00 | 
 041         | GUA      | Uriangato                                         | 2022-01-01 00:00:00 | 
 041         | HID      | Mixquiahuala de Juárez                            | 2022-01-01 00:00:00 | 
 041         | JAL      | Huejúcar                                          | 2022-01-01 00:00:00 | 
 041         | MEX      | Ixtapan del Oro                                   | 2022-01-01 00:00:00 | 
 041         | MIC      | Irimbo                                            | 2022-01-01 00:00:00 | 
 041         | NLE      | Pesquería                                         | 2022-01-01 00:00:00 | 
 041         | OAX      | Huautla de Jiménez                                | 2022-01-01 00:00:00 | 
 041         | PUE      | Cuautlancingo                                     | 2022-01-01 00:00:00 | 
 041         | SLP      | Tanlajás                                          | 2022-01-01 00:00:00 | 
 041         | SON      | Nacozari de García                                | 2022-01-01 00:00:00 | 
 041         | TAM      | Victoria                                          | 2022-01-01 00:00:00 | 
 041         | TLA      | Papalotla de Xicohténcatl                         | 2022-01-01 00:00:00 | 
 041         | VER      | Coetzala                                          | 2022-01-01 00:00:00 | 
 041         | YUC      | Kanasín                                           | 2022-01-01 00:00:00 | 
 041         | ZAC      | El Salvador                                       | 2022-01-01 00:00:00 | 
 042         | CHH      | Manuel Benavides                                  | 2022-01-01 00:00:00 | 
 042         | CHP      | Ixhuatán                                          | 2022-01-01 00:00:00 | 
 042         | GRO      | Mártir de Cuilapan                                | 2022-01-01 00:00:00 | 
 042         | GUA      | Valle de Santiago                                 | 2022-01-01 00:00:00 | 
 042         | HID      | Molango de Escamilla                              | 2022-01-01 00:00:00 | 
 042         | JAL      | Huejuquilla el Alto                               | 2022-01-01 00:00:00 | 
 042         | MEX      | Ixtlahuaca                                        | 2022-01-01 00:00:00 | 
 042         | MIC      | Ixtlán                                            | 2022-01-01 00:00:00 | 
 042         | NLE      | Los Ramones                                       | 2022-01-01 00:00:00 | 
 042         | OAX      | Ixtlán de Juárez                                  | 2022-01-01 00:00:00 | 
 042         | PUE      | Cuayuca de Andrade                                | 2022-01-01 00:00:00 | 
 042         | SLP      | Tanquián de Escobedo                              | 2022-01-01 00:00:00 | 
 042         | SON      | Navojoa                                           | 2022-01-01 00:00:00 | 
 042         | TAM      | Villagrán                                         | 2022-01-01 00:00:00 | 
 042         | TLA      | Xicohtzinco                                       | 2022-01-01 00:00:00 | 
 042         | VER      | Colipa                                            | 2022-01-01 00:00:00 | 
 042         | YUC      | Kantunil                                          | 2022-01-01 00:00:00 | 
 042         | ZAC      | Sombrerete                                        | 2022-01-01 00:00:00 | 
 043         | CHH      | Matachí                                           | 2022-01-01 00:00:00 | 
 043         | CHP      | Ixtacomitán                                       | 2022-01-01 00:00:00 | 
 043         | GRO      | Metlatónoc                                        | 2022-01-01 00:00:00 | 
 043         | GUA      | Victoria                                          | 2022-01-01 00:00:00 | 
 043         | HID      | Nicolás Flores                                    | 2022-01-01 00:00:00 | 
 043         | JAL      | La Huerta                                         | 2022-01-01 00:00:00 | 
 043         | MEX      | Xalatlaco                                         | 2022-01-01 00:00:00 | 
 043         | MIC      | Jacona                                            | 2022-01-01 00:00:00 | 
 043         | NLE      | Rayones                                           | 2022-01-01 00:00:00 | 
 043         | OAX      | Heroica Ciudad de Juchitán de Zaragoza            | 2022-01-01 00:00:00 | 
 043         | PUE      | Cuetzalan del Progreso                            | 2022-01-01 00:00:00 | 
